text,audit_type,source
policy breach recorded for Solomon A.,COMPLIANCE,hard_synthetic_v2
cost code changed on po by henok t.,FINANCIAL,hard_synthetic_v2
attendance history row removed by Tigist,DATA_INTEGRITY,hard_synthetic_v2
rebar over-ordered 41% block d,PROJECT_RESOURCE,hard_synthetic_v2
invoice #1757 deleted after payment (Meron T.),FINANCIAL,hard_synthetic_v2
bulk delete of 111 rows by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
user list exported by Samuel after hours,USER_ACTIVITY,hard_synthetic_v2
generator hours high vs plan (Mesfin) | as discussed,PROJECT_RESOURCE,hard_synthetic_v2
urgent - sensitive salary data viewed by Kidus A.,USER_ACTIVITY,hard_synthetic_v2
2026-06-24 approved MS edited after acceptance (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
user list exported by samuel after hours,USER_ACTIVITY,hard_synthetic_v2
T78362: failed authentication for selam f. (check),SECURITY,hard_synthetic_v2
NCR closed without QM signature (Getachew),COMPLIANCE,hard_synthetic_v2
bulk reassign 164 tasks - no comment (Abebe K.) | please check,USER_ACTIVITY,hard_synthetic_v2
data issue measurement sheet deleeted (samuel),DATA_INTEGRITY,hard_synthetic_v2
2026-09-27 geo anomaly: Rahel G. appeared in two cities same day,SECURITY,hard_synthetic_v2
T31890: cost code changed on PO by Henok T.,FINANCIAL,hard_synthetic_v2
2026-09-21 bulk delete of 46 rows by selam f.,USER_ACTIVITY,hard_synthetic_v2
please check - full cost DB exported by Sara B.,REPORT_DOCUMENT,hard_synthetic_v2
T61700: env spill report delayed (Biruk M.),COMPLIANCE,hard_synthetic_v2
document export by helen,REPORT_DOCUMENT,hard_synthetic_v2
report problem multiple failed logins on,SECURITY,hard_synthetic_v2
2026-10-27 please investigate,SECURITY,hard_synthetic_v2
needs review,SECURITY,hard_synthetic_v2
from the meeting - engineer Helen tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
check Tigist activity role misuse flagged for,USER_ACTIVITY,hard_synthetic_v2
odd behaviour role misuse flagged for,USER_ACTIVITY,hard_synthetic_v2
T22134: progress report generated for site 3 (selam f.),REPORT_DOCUMENT,hard_synthetic_v2
for your action - multiple failed logins on Marta T. account,SECURITY,hard_synthetic_v2
file shared to partner@ext.com by lidya w.,REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for Abebe K.,USER_ACTIVITY,hard_synthetic_v2
T46587: need follow up - approved ms edited after acceptance (dawit h.),REPORT_DOCUMENT,hard_synthetic_v2
repeated open of restricted folder by Meron T.,PROJECT_RESOURCE,hard_synthetic_v2
temporary entry - delivery note DN-645 edited after lock by Getachew,DATA_INTEGRITY,hard_synthetic_v2
"payment of ETB 843,000 approved by Marta T.",FINANCIAL,hard_synthetic_v2
file shared to sub@con.et by samuel,COMPLIANCE,hard_synthetic_v2
contractor review score 79/100 by Henok T.,PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
2026-11-08 equipment checkout overdue (samuel),PROJECT_RESOURCE,hard_synthetic_v2
old spec rev deleted (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
faild authentication for Kidus A.,SECURITY,hard_synthetic_v2
qty take-off altered - no CO (Marta T.),DATA_INTEGRITY,hard_synthetic_v2
needs review budget line edit on,FINANCIAL,hard_synthetic_v2
NCR closed without QM signature (Henok T.),COMPLIANCE,hard_synthetic_v2
bulk reassign 30 tasks - no comment (Selam F.),USER_ACTIVITY,hard_synthetic_v2
unusual activity volume by Marta T.,USER_ACTIVITY,hard_synthetic_v2
T67024: contract PDF mailed externally (Hanna A.),REPORT_DOCUMENT,hard_synthetic_v2
T86340: mass status edit (95 tasks) by Abebe K.,USER_ACTIVITY,hard_synthetic_v2
ncr closed without qm signature (tigist),COMPLIANCE,hard_synthetic_v2
PPE violation noted for crew of Dawit H.,COMPLIANCE,hard_synthetic_v2
role misuse flagged for helen,USER_ACTIVITY,hard_synthetic_v2
old spec rev deleted (helen),REPORT_DOCUMENT,hard_synthetic_v2
fuel burn above baseline (Kidus .),PROJECT_RESOURCE,hard_synthetic_v2
T74266: checklist incomplete for pour #25,COMPLIANCE,hard_synthetic_v2
2026-03-10 T97179: method statement still draft but signed (Biruk M.) - please confirm,COMPLIANCE,hard_synthetic_v2
T80848: measurement sheet deleeted (Abebe K.) | for your action,DATA_INTEGRITY,hard_synthetic_v2
document export by Bereket D.,REPORT_DOCUMENT,hard_synthetic_v2
flagged item Meron T. tried admin,SECURITY,hard_synthetic_v2
for your action - as-built ZIP downloaded by Abebe K. (check),REPORT_DOCUMENT,hard_synthetic_v2
certificate PDF swapped by Rahel G.,DATA_INTEGRITY,hard_synthetic_v2
site report late by 16 days (Samuel),COMPLIANCE,hard_synthetic_v2
2025-11-17 T29807: geo anomaly: Bereket D. appeared in two cities same day,SECURITY,hard_synthetic_v2
"expense claim ETB 812,000 from Selam F.",FINANCIAL,hard_synthetic_v2
2025-07-12 marta t. modified contingency on alr ext,FINANCIAL,hard_synthetic_v2
T40060: QA plan changed post-approval (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
scaffold parts missing after demob (yonas g.),PROJECT_RESOURCE,hard_synthetic_v2
2025-09-20 password reset requested then cancelled (Henok T.) | see attachment,SECURITY,hard_synthetic_v2
2025-11-06 T61495: structure slipped 10 days (Solomon .) - please confirm,PROJECT_RESOURCE,hard_synthetic_v2
T18981: please investigate contractor import replaced values,DATA_INTEGRITY,hard_synthetic_v2
2025-10-10 T77586: multiple faild logins on Kidus A. account | as discussed,SECURITY,hard_synthetic_v2
2026-10-07 toolbox talk sheet missing (abebe k.),COMPLIANCE,hard_synthetic_v2
measurement sheet deleted (Sara B.) | for your action,DATA_INTEGRITY,hard_synthetic_v2
2025-04-12 need follow up - 154 edits in under 5 min by Tigist,USER_ACTIVITY,hard_synthetic_v2
approval bypassed on wo-704 by rahel g.,COMPLIANCE,hard_synthetic_v2
document export by kidus a.,REPORT_DOCUMENT,hard_synthetic_v2
checklist incomplete for pour #10,COMPLIANCE,hard_synthetic_v2
flagged item,COMPLIANCE,hard_synthetic_v2
csv import overwrote approved qty (henok t.),DATA_INTEGRITY,hard_synthetic_v2
role misuse flagged for Lidya W. | as discussed,USER_ACTIVITY,hard_synthetic_v2
T27606: file shared to partner@ext.com by Getachew - site lay,REPORT_DOCUMENT,hard_synthetic_v2
2025-08-19 invoice #9056 created by Getachew,FINANCIAL,hard_synthetic_v2
permission raised for Yonas G. without approval,SECURITY,hard_synthetic_v2
T81832: ncr closed without qm signature (bereket d.),COMPLIANCE,hard_synthetic_v2
permit submitted after work started (Rahel G.),COMPLIANCE,hard_synthetic_v2
T13982: invioce #6470 created by Kidus A.,FINANCIAL,hard_synthetic_v2
T10165: temporary entry - fuel burn above baseline (Abebe K.),PROJECT_RESOURCE,hard_synthetic_v2
PPE violation noted for crew of Samuel - site lay,COMPLIANCE,hard_synthetic_v2
toolbox talk sheet missing (Tigist),COMPLIANCE,hard_synthetic_v2
fuel burn above baseline (getachew),FINANCIAL,hard_synthetic_v2
T45385: password reset requested then cancelled (Sara B.),SECURITY,hard_synthetic_v2
2026-01-06 sensitive salary data viewed by Sara B.,SECURITY,hard_synthetic_v2
old spec rev deleted (Dawit H.) | for your action,REPORT_DOCUMENT,hard_synthetic_v2
2026-01-12 material overuse logged on Bole Tower,PROJECT_RESOURCE,hard_synthetic_v2
drawing pack uploaded by kidus a.,REPORT_DOCUMENT,hard_synthetic_v2
checklist incomplete for pour #22,COMPLIANCE,hard_synthetic_v2
T88243: contractor review score 86/100 by Biruk M.,FINANCIAL,hard_synthetic_v2
T10795: external share of project file (Bereket D.) - site lay,REPORT_DOCUMENT,hard_synthetic_v2
rebar over-ordered 26% block B,PROJECT_RESOURCE,hard_synthetic_v2
odd behaviour user list exported by,USER_ACTIVITY,hard_synthetic_v2
cement overuse 20% on BD Hospital (Biruk M.),FINANCIAL,hard_synthetic_v2
budget increased 44% on ALR Ext by Marta T.,FINANCIAL,hard_synthetic_v2
solomon a. modified contingency on bd hospital (check),FINANCIAL,hard_synthetic_v2
"T44457: payment of ETB 32,000 approved by Bereket D.",FINANCIAL,hard_synthetic_v2
T77201: dormant account Henok T. active after 14 months,USER_ACTIVITY,hard_synthetic_v2
T18581: odd hour log-in by Dawit H. at 6:00,SECURITY,hard_synthetic_v2
2026-09-15 T64802: measurement sheet deleted (hanna .),DATA_INTEGRITY,hard_synthetic_v2
2026-02-04 mesfin tried admin console - denied,SECURITY,hard_synthetic_v2
contractor review score 51/100 by Getachew,PROJECT_RESOURCE,hard_synthetic_v2
geo anomaly: Mesfin appeared in two cities same day,SECURITY,hard_synthetic_v2
hanna a. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
contract PDF mailed externally (Lidya W.) - please confirm,REPORT_DOCUMENT,hard_synthetic_v2
unusual activity volume by kidus a.,USER_ACTIVITY,hard_synthetic_v2
odd hour login by kidus a. at 6:00,SECURITY,hard_synthetic_v2
2025-03-28 toolbox talk sheet missing (tigist),COMPLIANCE,hard_synthetic_v2
2026-04-06 progress reprot generated for BD Hospital (Bereket D.),REPORT_DOCUMENT,hard_synthetic_v2
Biruk M. login failed from 197.100.172.157,SECURITY,hard_synthetic_v2
invoice #8153 created by Rahel G.,FINANCIAL,hard_synthetic_v2
bulk reassign 199 tasks - no comment (Sara B.),USER_ACTIVITY,hard_synthetic_v2
T69447: toolbox talk sheet missing (Mesfin) - please confirm,COMPLIANCE,hard_synthetic_v2
as-built rev changed after client sign-off (Biruk M.),DATA_INTEGRITY,hard_synthetic_v2
access concern,DATA_INTEGRITY,hard_synthetic_v2
unusual activity volume by Meron T.,USER_ACTIVITY,hard_synthetic_v2
"cash advance ETB 772,000 logged by Rahel G.",FINANCIAL,hard_synthetic_v2
T28499: unapproved edit to record by lidya w.,DATA_INTEGRITY,hard_synthetic_v2
QA plan changed post-approval (Helen) | temporary entry,REPORT_DOCUMENT,hard_synthetic_v2
PPE violation noted for crew of Selam F.,COMPLIANCE,hard_synthetic_v2
duplicate invoice #1197 entered,FINANCIAL,hard_synthetic_v2
T29290: permit submitted after work started (Samuel),COMPLIANCE,hard_synthetic_v2
T51329: hold point skipped on foundation (Meron T.) - ezih,COMPLIANCE,hard_synthetic_v2
2026-03-28 invoice #7741 deleted after payment (Solomon A.),FINANCIAL,hard_synthetic_v2
2026-05-15 ncr closed without qm signature (yonas g.),COMPLIANCE,hard_synthetic_v2
external share of project file (hanna a.),PROJECT_RESOURCE,hard_synthetic_v2
problem on alr ext,PROJECT_RESOURCE,hard_synthetic_v2
rebar over-ordered 16% block D,PROJECT_RESOURCE,hard_synthetic_v2
test results changed without approval (Mesfin),DATA_INTEGRITY,hard_synthetic_v2
mass status edit (212 tasks) by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
subcon Nile Const NCR list updated by Tigist (check),PROJECT_RESOURCE,hard_synthetic_v2
"T51906: expense claim etb 604,000 from rahel g. - ezih",FINANCIAL,hard_synthetic_v2
failed authentication for getachew,SECURITY,hard_synthetic_v2
T15410: permit submitted after work started (Hanna A.),COMPLIANCE,hard_synthetic_v2
T35944: contract PDF mailed externally (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
unusual activity volume by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
T85448: budget increased 32% on Bole Tower by Dawit H.,FINANCIAL,hard_synthetic_v2
unauthorized access attempt by Marta T.,SECURITY,hard_synthetic_v2
excavator out 15 days - not returned (Meron T.),PROJECT_RESOURCE,hard_synthetic_v2
"2025-11-01 T56697: payment of ETB 386,000 approved by Bereket D.",FINANCIAL,hard_synthetic_v2
T26677: as-built ZIP downloaded by Dawit H.,REPORT_DOCUMENT,hard_synthetic_v2
ncr closed without qm signature (solomon a.),COMPLIANCE,hard_synthetic_v2
awaiting confirmation - tigist login failed from 197.254.213.119,SECURITY,hard_synthetic_v2
T13210: external data import by meron t.,DATA_INTEGRITY,hard_synthetic_v2
session from unknown device (helen),SECURITY,hard_synthetic_v2
T71644: permit submitted after work started (yonas g.),COMPLIANCE,hard_synthetic_v2
2026-04-09 167 edits in under 5 min by Mesfin,USER_ACTIVITY,hard_synthetic_v2
invioce #5282 deleeted after payment (Marta T.),FINANCIAL,hard_synthetic_v2
urgent - CSV import overwrote approved qty (Helen),DATA_INTEGRITY,hard_synthetic_v2
contractor import replaced values (Rahel G.),DATA_INTEGRITY,hard_synthetic_v2
T96518: unusual activity volume by Abebe K.,USER_ACTIVITY,hard_synthetic_v2
test results changed without approval (Rahel G.),DATA_INTEGRITY,hard_synthetic_v2
T21727: certificate PDF swapped by Meron T.,DATA_INTEGRITY,hard_synthetic_v2
issue with selam f. engineer sara b. tried,USER_ACTIVITY,hard_synthetic_v2
needs review,SECURITY,hard_synthetic_v2
hold point skipped on foundation (Marta T.),COMPLIANCE,hard_synthetic_v2
rebar over-ordered 13% block C,PROJECT_RESOURCE,hard_synthetic_v2
role misuse flagged for Kidus .,COMPLIANCE,hard_synthetic_v2
toolbox talk sheet missing (bereket d.),COMPLIANCE,hard_synthetic_v2
T26450: env spill report delayed (Mesfin),USER_ACTIVITY,hard_synthetic_v2
2026-01-27 old spec rev deleted (Selam F.) | need follow up,REPORT_DOCUMENT,hard_synthetic_v2
T82451: invioce #7363 created by Solomon A. | urgent,FINANCIAL,hard_synthetic_v2
as discussed - progress report generated for Bole Tower (Lidya W.),REPORT_DOCUMENT,hard_synthetic_v2
T54800: noted on site - delivery note DN-782 edited after lock by Mesfin,DATA_INTEGRITY,hard_synthetic_v2
"T69418: as discussed - cash advance ETB 861,000 logged by Kidus A.",FINANCIAL,hard_synthetic_v2
milestone 'topped out' delayed (abebe k.),PROJECT_RESOURCE,hard_synthetic_v2
Kidus A. modified contingency on DD Warehouse,FINANCIAL,hard_synthetic_v2
file shared to sub@con.et by Hanna A. - please confirm,REPORT_DOCUMENT,hard_synthetic_v2
mass status edit (143 tasks) by Samuel,USER_ACTIVITY,hard_synthetic_v2
T85691: approval bypassed on wo-410 by helen,COMPLIANCE,hard_synthetic_v2
equipment checkout overdue (Bereket D.),PROJECT_RESOURCE,hard_synthetic_v2
T20275: approved MS edited after acceptance (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
cement overuse 40% on alr ext (henok t.) | urgent,PROJECT_RESOURCE,hard_synthetic_v2
toolbox talk sheet missing (Tigist),COMPLIANCE,hard_synthetic_v2
permission raised for Henok T. without approval,SECURITY,hard_synthetic_v2
hold point skipped on foundation (Lidya W.),COMPLIANCE,hard_synthetic_v2
external share of project file (henok t.) | need follow up,REPORT_DOCUMENT,hard_synthetic_v2
Tigist modified contingency on Site 3,FINANCIAL,hard_synthetic_v2
duplicate invoice #9973 entered,FINANCIAL,hard_synthetic_v2
QA plan changed post-approval (Hanna A.),REPORT_DOCUMENT,hard_synthetic_v2
T20371: need follow up - CSV import overwrote approved qty (Dawit H.),DATA_INTEGRITY,hard_synthetic_v2
file shared to sub@con.et by Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
rebar over-ordered 12% block b,PROJECT_RESOURCE,hard_synthetic_v2
cost code changed on po by rahel g.,FINANCIAL,hard_synthetic_v2
T25609: password reset requested then cancelled (Bereket D.) | need follow up,SECURITY,hard_synthetic_v2
session from unknown device (yonas g.),SECURITY,hard_synthetic_v2
approval bypassed on wo-224 by sara b.,COMPLIANCE,hard_synthetic_v2
"cash advance ETB 620,000 logged by Marta T.",FINANCIAL,hard_synthetic_v2
unusual activity volume by Bereket D. - ezih,USER_ACTIVITY,hard_synthetic_v2
T10875: bulk delete of 220 rows by dawit h.,USER_ACTIVITY,hard_synthetic_v2
T40326: policy breach recorded for Getachew,COMPLIANCE,hard_synthetic_v2
material overuse logged on Hawassa P2 | urgent,PROJECT_RESOURCE,hard_synthetic_v2
unapproved edit to record by rahel g. - site lay,DATA_INTEGRITY,hard_synthetic_v2
2026-03-08 Mesfin changed IP during session,SECURITY,hard_synthetic_v2
old spec rev deleted (hanna a.),REPORT_DOCUMENT,hard_synthetic_v2
T82335: test results changed without approval (henok t.),DATA_INTEGRITY,hard_synthetic_v2
material overuse logged on Adama IP,PROJECT_RESOURCE,hard_synthetic_v2
failed authentication for Yonas G.,SECURITY,hard_synthetic_v2
large paymant released without second sign-off (Samuel) - please confirm,FINANCIAL,hard_synthetic_v2
2025-01-25 scaffold parts missing after demob (Abebe K.),PROJECT_RESOURCE,hard_synthetic_v2
T11151: excavator out 9 days - not returned (Marta T.),PROJECT_RESOURCE,hard_synthetic_v2
2025-10-20 file shared to partner@ext.com by henok t.,PROJECT_RESOURCE,hard_synthetic_v2
2025-07-05 engineer biruk m. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
contractor import replaced values (Selam F.) | see attachment,DATA_INTEGRITY,hard_synthetic_v2
2026-06-20 dormant account dawit h. active after 9 months,USER_ACTIVITY,hard_synthetic_v2
T15827: rebar over-ordered 21% block C - ezih,PROJECT_RESOURCE,hard_synthetic_v2
2025-03-01 T54554: drawing pack uploaded by Abebe K.,REPORT_DOCUMENT,hard_synthetic_v2
password reset requested then cancelled (Helen),SECURITY,hard_synthetic_v2
2026-06-28 cement overuse 22% on Adama IP (Samuel),PROJECT_RESOURCE,hard_synthetic_v2
"expense claim ETB 455,000 from Meron T. | urgent",FINANCIAL,hard_synthetic_v2
multiple faild logins on Yonas G. account,SECURITY,hard_synthetic_v2
T45206: excavator out 4 days - not returned (Henok T.),PROJECT_RESOURCE,hard_synthetic_v2
odd hour login by Marta T. at 23:00,SECURITY,hard_synthetic_v2
per site instruction - as-built rev changed after client sign-off (mesfin),DATA_INTEGRITY,hard_synthetic_v2
T40445: contract PDF mailed externally (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
CSV import overwrote approved qty (Helen),DATA_INTEGRITY,hard_synthetic_v2
csv import overwrote approved qty (dawit h.),DATA_INTEGRITY,hard_synthetic_v2
QA plan changed post-approval (Solomon A.) - ezih,REPORT_DOCUMENT,hard_synthetic_v2
